time	x	y	orientation_z	orientation_w	linear_vel	angular_vel
2179.57	2.54867	2.93103	0.20755	0.959655	0.274651	-0.0462235
2179.77	2.60766	2.93665	0.204804	0.960422	0.282742	-0.0495462
2179.97	2.68542	2.94962	0.205538	0.960421	0.270845	0
2180.17	2.74169	2.95556	0.20565	0.960553	0.259433	0
2180.37	2.79745	2.96197	0.206009	0.960631	0.269431	0
2180.57	2.86181	2.97432	0.209513	0.959981	0.278765	-0.0205736
2180.77	2.91732	2.9818	0.209725	0.960091	0.267356	-0.0153886
2180.97	2.98049	2.99318	0.212517	0.959587	0.445874	0.0457217
2181.17	3.1018	3.03132	0.226157	0.956406	0.512991	0.0907881
2181.37	3.20286	3.06142	0.240407	0.952855	0.516811	0.0944649
2181.57	3.2934	3.08572	0.254413	0.949155	0.417235	0.147552
2181.77	3.40155	3.11251	0.272618	0.94403	0.405188	0.15869
2181.97	3.48734	3.13858	0.287949	0.939425	0.456332	0.161173
2182.17	3.59178	3.17017	0.307203	0.933245	0.359697	0.196468
2182.37	3.66344	3.19026	0.323493	0.927614	0.308701	0.250497
2182.57	3.72682	3.20634	0.33903	0.921902	0.283429	0.240342
2182.77	3.82827	3.23239	0.361827	0.91353	0.235877	0.346694
2182.97	3.87207	3.24564	0.377308	0.907465	0.27431	0.383698
2183.17	3.93576	3.26976	0.404368	0.895923	0.329531	0.437035
2183.37	4.01711	3.28656	0.425334	0.886392	0	0
2183.57	4.02452	3.29632	0.425334	0.886704	0.202999	0.0190607
2183.77	4.0609	3.34156	0.429045	0.885145	0.316153	0.0651328
2183.97	4.12192	3.37844	0.43471	0.882639	0.2797	0.0426172
2184.17	4.15548	3.42208	0.442387	0.879098	0.26565	0.135341
2184.37	4.18383	3.46021	0.452307	0.874356	0.21232	0.156327
2184.57	4.23701	3.41306	0.465144	0.867896	0.266437	0.23857
2184.77	4.27612	3.46875	0.484636	0.857379	0.383367	0.355738
2184.97	4.31547	3.52729	0.504449	0.846075	0.37278	0.341952
2185.17	4.38677	3.52245	0.52197	0.835462	0.506718	0.424006
2185.37	4.43104	3.61446	0.54412	0.821201	0.510084	0.459262
2185.57	4.46189	3.69067	0.557028	0.81244	0.681914	0.411135
2185.77	4.54633	3.63189	0.569065	0.803924	0.803177	0.411806
2185.97	4.59644	3.78402	0.58236	0.794122	0.782736	0.428734
2186.17	4.64014	3.93442	0.596444	0.783438	0.752955	0.420139
2186.37	4.694	4.16042	0.611086	0.771971	0.766256	0.495788
2186.57	4.72549	4.31323	0.627956	0.758172	0.780096	0.517047
